YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,82,,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2020-W53,0,,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,0,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2020-W53,0,,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,1240,,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,,0,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2020-W53,1001,,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,0,,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,0,,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,0,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2020-W53,0,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2020-W53,0,,0,0,0,AT,8901064,AT,Age5_9,MOD,
2020-W53,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2020-W53,0,,0,0,61425,AT,8901064,AT,Age5_9,COM,
2020-W53,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2020-W53,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2020-W53,574,,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2020-W53,0,,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,0,,0,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2020-W53,0,,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,0,,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,0,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2020-W53,551,,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,0,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2020-W53,0,,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,0,,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2020-W53,1641,,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2020-W53,0,,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2020-W53,0,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2020-W53,0,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2020-W53,0,,0,0,0,AT,8901064,AT,Age<18,AZ,
2020-W53,0,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2020-W53,5,,0,0,61425,AT,8901064,AT,Age<18,COM,
2020-W53,0,,0,0,0,AT,8901064,AT,Age<18,MOD,
2020-W53,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W01,8323,,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,17600,,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W01,25899,,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,0,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W01,0,,0,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W01,0,,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,0,,0,0,0,AT,8901064,AT,Age0_4,AZ,
2021-W01,0,,0,0,0,AT,8901064,AT,Age0_4,MOD,
2021-W01,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W01,0,,0,0,0,AT,8901064,AT,Age0_4,JANSS,
2021-W01,0,,0,0,61425,AT,8901064,AT,Age0_4,COM,
2021-W01,0,,0,0,61425,AT,8901064,AT,Age10_14,COM,
2021-W01,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W01,0,,0,0,0,AT,8901064,AT,Age10_14,JANSS,
2021-W01,0,,0,0,0,AT,8901064,AT,Age10_14,AZ,
2021-W01,0,,0,0,0,AT,8901064,AT,Age10_14,MOD,
2021-W01,23,,0,0,61425,AT,8901064,AT,Age15_17,COM,
2021-W01,0,,0,0,0,AT,8901064,AT,Age15_17,AZ,
2021-W01,0,,0,0,0,AT,8901064,AT,Age15_17,MOD,
2021-W01,0,,0,0,0,AT,8901064,AT,Age15_17,JANSS,
2021-W01,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W01,0,,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,780,,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,0,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W01,0,,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W01,0,,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,0,,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,0,,0,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W01,10302,,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W01,0,,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,0,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W01,0,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W01,0,,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,0,,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,6494,,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2021-W01,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W01,1,,0,0,61425,AT,8901064,AT,Age5_9,COM,
2021-W01,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2021-W01,0,,0,0,0,AT,8901064,AT,Age5_9,MOD,
2021-W01,0,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W01,0,,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,2695,,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,,0,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W01,0,,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,0,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W01,1502,,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,0,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W01,0,,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,4126,,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,0,,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,0,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W01,0,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W01,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W01,0,,0,0,0,AT,8901064,AT,Age<18,AZ,
2021-W01,0,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2021-W01,24,,0,0,61425,AT,8901064,AT,Age<18,COM,
2021-W01,0,,0,0,0,AT,8901064,AT,Age<18,MOD,
2021-W02,0,,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,40439,,181,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,13,,0,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W02,79,,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,0,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W02,0,,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,43879,,205,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,0,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W02,9,,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,2,,0,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W02,0,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W02,84241,,385,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,88,,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W02,15,,0,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W02,0,,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,0,,0,0,61425,AT,8901064,AT,Age0_4,COM,
2021-W02,0,,0,0,7200,AT,8901064,AT,Age0_4,MOD,
2021-W02,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W02,0,,0,0,0,AT,8901064,AT,Age0_4,AZ,
2021-W02,0,,0,0,0,AT,8901064,AT,Age0_4,JANSS,
2021-W02,0,,0,0,0,AT,8901064,AT,Age10_14,AZ,
2021-W02,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W02,7,,0,0,61425,AT,8901064,AT,Age10_14,COM,
2021-W02,0,,0,0,7200,AT,8901064,AT,Age10_14,MOD,
2021-W02,0,,0,0,0,AT,8901064,AT,Age10_14,JANSS,
2021-W02,67,,1,0,61425,AT,8901064,AT,Age15_17,COM,
2021-W02,0,,0,0,0,AT,8901064,AT,Age15_17,AZ,
2021-W02,0,,0,0,0,AT,8901064,AT,Age15_17,JANSS,
2021-W02,0,,0,0,7200,AT,8901064,AT,Age15_17,MOD,
2021-W02,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W02,0,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W02,2217,,9,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,0,,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W02,0,,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,0,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W02,1,,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,0,,0,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W02,23858,,92,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,0,,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,2,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W02,0,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W02,17727,,103,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,8,,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,0,,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2021-W02,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2021-W02,3,,0,0,61425,AT,8901064,AT,Age5_9,COM,
2021-W02,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W02,0,,0,0,7200,AT,8901064,AT,Age5_9,MOD,
2021-W02,0,,0,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W02,5,,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W02,9900,,45,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,0,,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,1,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W02,0,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W02,6,,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,7823,,48,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,0,,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,12,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W02,0,,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,0,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W02,22716,,88,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,68,,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W02,0,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2021-W02,77,,1,0,61425,AT,8901064,AT,Age<18,COM,
2021-W02,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W02,0,,0,0,7200,AT,8901064,AT,Age<18,MOD,
2021-W02,0,,0,0,0,AT,8901064,AT,Age<18,AZ,
2021-W03,1,,0,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W03,41921,,2368,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,0,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W03,0,,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,29,,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,51031,,2076,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,2,,0,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W03,0,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W03,185,,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,92915,,4441,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,214,,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W03,0,,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,0,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W03,3,,0,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W03,0,,0,0,0,AT,8901064,AT,Age0_4,AZ,
2021-W03,0,,0,0,0,AT,8901064,AT,Age0_4,MOD,
2021-W03,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W03,0,,1,0,58500,AT,8901064,AT,Age0_4,COM,
2021-W03,0,,0,0,0,AT,8901064,AT,Age0_4,JANSS,
2021-W03,0,,0,0,0,AT,8901064,AT,Age10_14,AZ,
2021-W03,0,,0,0,0,AT,8901064,AT,Age10_14,JANSS,
2021-W03,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W03,0,,0,0,0,AT,8901064,AT,Age10_14,MOD,
2021-W03,1,,0,0,58500,AT,8901064,AT,Age10_14,COM,
2021-W03,35,,2,0,58500,AT,8901064,AT,Age15_17,COM,
2021-W03,0,,0,0,0,AT,8901064,AT,Age15_17,AZ,
2021-W03,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W03,0,,0,0,0,AT,8901064,AT,Age15_17,JANSS,
2021-W03,0,,0,0,0,AT,8901064,AT,Age15_17,MOD,
2021-W03,0,,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W03,0,,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,1,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W03,21,,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,2939,,72,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,0,,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,0,,0,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W03,29422,,1122,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,0,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W03,107,,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,0,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W03,57,,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,18633,,879,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,0,,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,1,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W03,0,,0,0,0,AT,8901064,AT,Age5_9,MOD,
2021-W03,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2021-W03,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W03,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2021-W03,1,,0,0,58500,AT,8901064,AT,Age5_9,COM,
2021-W03,0,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W03,8249,,510,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,1,,0,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W03,0,,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,10,,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,0,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W03,0,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W03,6633,,467,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,8,,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,0,,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,0,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W03,11,,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W03,27039,,1391,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,0,,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W03,0,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W03,0,,0,0,0,AT,8901064,AT,Age<18,MOD,
2021-W03,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W03,0,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2021-W03,37,,3,0,58500,AT,8901064,AT,Age<18,COM,
2021-W03,0,,0,0,0,AT,8901064,AT,Age<18,AZ,
2021-W04,14195,,6599,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,0,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W04,0,,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,1,,0,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W04,1307,,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,0,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W04,4,,0,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W04,2569,,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,0,,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,13138,,10750,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,3876,,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,27326,,17327,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,0,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W04,0,,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,5,,0,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W04,0,,0,0,0,AT,8901064,AT,Age0_4,JANSS,
2021-W04,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W04,0,,0,0,0,AT,8901064,AT,Age0_4,MOD,
2021-W04,1,,0,0,54990,AT,8901064,AT,Age0_4,COM,
2021-W04,0,,0,0,0,AT,8901064,AT,Age0_4,AZ,
2021-W04,0,,0,0,54990,AT,8901064,AT,Age10_14,COM,
2021-W04,0,,0,0,0,AT,8901064,AT,Age10_14,JANSS,
2021-W04,0,,0,0,0,AT,8901064,AT,Age10_14,AZ,
2021-W04,0,,0,0,0,AT,8901064,AT,Age10_14,MOD,
2021-W04,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W04,0,,0,0,0,AT,8901064,AT,Age15_17,MOD,
2021-W04,0,,0,0,0,AT,8901064,AT,Age15_17,JANSS,
2021-W04,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W04,6,,22,0,54990,AT,8901064,AT,Age15_17,COM,
2021-W04,0,,0,0,0,AT,8901064,AT,Age15_17,AZ,
2021-W04,0,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W04,0,,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W04,0,,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,1068,,585,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,83,,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,7524,,6038,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,0,,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,1,,0,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W04,1547,,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,0,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W04,3,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W04,939,,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,4539,,4105,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W04,0,,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,0,,0,0,0,AT,8901064,AT,Age5_9,MOD,
2021-W04,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2021-W04,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W04,0,,0,0,54990,AT,8901064,AT,Age5_9,COM,
2021-W04,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2021-W04,737,,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,1956,,1971,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,0,,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,0,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W04,1,,0,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W04,0,,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,1450,,1223,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,0,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W04,0,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W04,163,,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,0,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W04,0,,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,407,,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,10789,,3405,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,0,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W04,0,,0,0,0,AT,8901064,AT,Age<18,MOD,
2021-W04,0,,0,0,0,AT,8901064,AT,Age<18,AZ,
2021-W04,0,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2021-W04,7,,22,0,54990,AT,8901064,AT,Age<18,COM,
2021-W04,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W05,5552,,34666,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,0,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W05,1307,,0,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,0,,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,2,,0,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W05,11202,,44074,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,0,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W05,1,,1,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W05,0,,2,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,377,,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,16733,,78677,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,1684,,0,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,0,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
